ID,F_p,638 Red(Peak)
15986,31,31
15987,0,0
15988,105,105
15989,35,35
15990,26,26
15991,39,39
15992,23,23
15993,5,5
15994,36,36
15995,3,3
15996,23,23
15997,103,103
15998,108,108
15999,30,30
16000,34,34
16001,15,15
16002,43,43
16003,40,40
16004,32,32
16005,26,26
16006,39,39
16007,14,14
16008,48,48
16009,41,41
16010,20,20
16011,56,56
16012,14,14
16013,36,36
16014,30,30
16015,37,37
16016,17,17
16017,43,43
16018,17,17
16019,31,31
16020,55,55
16021,39,39
16022,74,74
16023,54,54
16024,59,59
16025,25,25
16026,30,30
16027,8,8
16028,28,28
16029,82,82
16030,0,0
16031,28,28
16032,16,16
16033,23,23
16034,13,13
16035,1,1
16036,46,46
16037,37,37
16038,30,30
16039,23,23
16040,7,7
16041,17,17
16042,53,53
16043,0,0
16044,37,37
16045,0,0
16046,42,42
16047,26,26
16048,81,81
16049,55,55
16050,101,101
16051,0,0
16052,0,0
16053,37,37
16054,33,33
16055,33,33
16056,28,28
16057,26,26
16058,72,72
16059,41,41
16060,61,61
16061,23,23
16062,39,39
16063,7,7
16064,7,7
16065,170,170
16066,8,8
16067,17,17
16068,66,66
16069,11,11
16070,0,0
16071,30,30
16072,32,32
16073,56,56
16074,20,20
16075,30,30
16076,15,15
16077,36,36
16078,9,9
16079,95,95
16080,5,5
16081,46,46
16082,43,43
16083,24,24
16084,0,0
16085,59,59
16086,44,44
16087,20,20
16088,25,25
16089,161,161
16090,22,22
16091,41,41
16092,0,0
16093,0,0
16094,24,24
16095,0,0
16096,24,24
16097,13,13
16098,43,43
16099,10,10
16100,15,15
16101,55,55
16102,0,0
16103,0,0
16104,15,15
16105,61,61
16106,0,0
16107,51,51
16108,26,26
16109,33,33
16110,34,34
16111,32,32
16112,57,57
16113,14,14
16114,35,35
16115,3,3
16116,49,49
16117,26,26
16118,4,4
16119,18,18
16120,41,41
16121,64,64
16122,43,43
16123,0,0
16124,25,25
16125,24,24
16126,41,41
16127,7,7
16128,16,16
16129,40,40
16130,0,0
16131,11,11
16132,12,12
16133,0,0
16134,53,53
16135,34,34
16136,34,34
16137,22,22
16138,41,41
16139,175,175
16140,27,27
16141,19,19
16142,35,35
16143,10,10
16144,67,67
16145,12,12
16146,64,64
16147,15,15
16148,25,25
16149,62,62
16150,23,23
16151,15,15
16152,25,25
16153,22,22
16154,38,38
16155,49,49
16156,18,18
16157,18,18
16158,21,21
16159,28,28
16160,44,44
16161,0,0
16162,13,13
16163,47,47
16164,23,23
16165,41,41
16166,35,35
16167,19,19
16168,22,22
16169,12,12
16170,21,21
16171,24,24
16172,3,3
16173,51,51
16174,18,18
16175,20,20
16176,6,6
16177,28,28
16178,39,39
16179,14,14
16180,19,19
16181,19,19
16182,26,26
16183,0,0
16184,51,51
16185,70,70
16186,12,12
16187,0,0
16188,54,54
16189,60,60
16190,25,25
16191,42,42
16192,43,43
16193,21,21
16194,10,10
16195,62,62
16196,23,23
16197,21,21
16198,18,18
16199,49,49
16200,50,50
16201,18,18
16202,9,9
16203,31,31
16204,19,19
16205,52,52
16206,50,50
16207,32,32
16208,67,67
16209,37,37
16210,84,84
16211,46,46
16212,30,30
16213,9,9
16214,34,34
16215,47,47
16216,21,21
16217,70,70
16218,23,23
16219,0,0
16220,11,11
16221,42,42
16222,15,15
16223,21,21
16224,9,9
16225,5,5
16226,0,0
16227,5,5
16228,21,21
16229,4,4
16230,33,33
16231,67,67
16232,30,30
16233,42,42
16234,66,66
16235,23,23
16236,38,38
16237,22,22
16238,27,27
16239,28,28
16240,27,27
16241,12,12
16242,46,46
16243,32,32
16244,18,18
16245,3,3
16246,40,40
16247,32,32
16248,9,9
16249,43,43
16250,26,26
16251,2,2
16252,48,48
16253,3,3
16254,13,13
16255,33,33
16256,18,18
16257,76,76
16258,7,7
16259,32,32
16260,787,787
16261,49,49
16262,55,55
16263,0,0
16264,26,26
16265,16,16
16266,133,133
16267,6,6
16268,7,7
16269,25,25
16270,39,39
16271,52,52
16272,4,4
16273,44,44
16274,23,23
16275,70,70
16276,42,42
16277,89,89
16278,56,56
16279,25,25
16280,84,84
16281,24,24
16282,42,42
16283,13,13
16284,1,1
16285,14,14
16286,0,0
16287,1,1
16288,52,52
16289,28,28
16290,85,85
16291,13,13
16292,15,15
16293,5,5
16294,26,26
16295,29,29
16296,0,0
16297,34,34
16298,18,18
16299,41,41
16300,0,0
16301,1,1
16302,104,104
16303,20,20
16304,10,10
16305,51,51
16306,41,41
16307,55,55
16308,0,0
16309,21,21
16310,23,23
16311,27,27
16312,3,3
16313,45,45
16314,16,16
16315,57,57
16316,24,24
16317,79,79
16318,2,2
16319,18,18
16320,39,39
16321,49,49
16322,16,16
16323,59,59
16324,95,95
16325,35,35
16326,22,22
16327,35,35
16328,51,51
16329,38,38
16330,43,43
16331,11,11
16332,49,49
16333,37,37
16334,56,56
16335,66,66
16336,0,0
16337,37,37
16338,9,9
16339,32,32
16340,60,60
16341,43,43
16342,34,34
16343,33,33
16344,14,14
16345,24,24
16346,23,23
16347,63,63
16348,40,40
16349,0,0
16350,26,26
16351,69,69
16352,0,0
16353,27,27
16354,33,33
16355,17,17
16356,28,28
16357,81,81
16358,34,34
16359,69,69
16360,29,29
16361,17,17
16362,17,17
16363,13,13
16364,37,37
16365,23,23
16366,6,6
16367,11,11
16368,0,0
16369,23,23
16370,33,33
16371,0,0
16372,30,30
16373,41,41
16374,0,0
16375,8,8
16376,32,32
16377,22,22
16378,55,55
16379,38,38
16380,69,69
16381,0,0
16382,23,23
16383,57,57
16384,22,22
16385,20,20
16386,24,24
16387,2,2
16388,0,0
16389,17,17
16390,15,15
16391,55,55
16392,36,36
16393,48,48
16394,24,24
16395,0,0
16396,35,35
16397,43,43
16398,16,16
16399,30,30
16400,178,178
16401,39,39
16402,53,53
16403,22,22
16404,94,94
16405,11,11
16406,25,25
16407,46,46
16408,70,70
16409,33,33
16410,71,71
16411,9,9
16412,24,24
16413,8,8
16414,25,25
16415,2,2
16416,17,17
16417,56,56
16418,65,65
16419,43,43
16420,40,40
16421,16,16
16422,10,10
16423,13,13
16424,0,0
16425,35,35
16426,46,46
16427,36,36
16428,27,27
16429,38,38
16430,12,12
16431,53,53
16432,56,56
16433,46,46
16434,44,44
16435,53,53
16436,8,8
16437,25,25
16438,85,85
16439,14,14
16440,45,45
16441,15,15
16442,9,9
16443,13,13
16444,13,13
16445,10,10
16446,20,20
16447,24,24
16448,24,24
16449,9,9
16450,15,15
16451,62,62
16452,21,21
16453,20,20
16454,51,51
16455,38,38
16456,28,28
16457,10,10
16458,2,2
16459,14,14
16460,26,26
16461,9,9
16462,19,19
16463,14,14
16464,44,44
16465,12,12
16466,17,17
16467,15,15
16468,0,0
16469,2,2
16470,43,43
16471,13,13
16472,26,26
16473,36,36
16474,35,35
16475,47,47
16476,18,18
16477,27,27
16478,0,0
16479,71,71
16480,31,31
16481,23,23
16482,19,19
16483,18,18
16484,39,39
16485,24,24
16486,0,0
16487,1,1
16488,30,30
16489,15,15
16490,5,5
16491,31,31
16492,51,51
16493,51,51
16494,39,39
16495,53,53
16496,42,42
16497,2,2
16498,0,0
16499,41,41
16500,9,9
16501,41,41
16502,15,15
16503,16,16
16504,0,0
16505,27,27
16506,31,31
16507,23,23
16508,30,30
16509,107,107
16510,91,91
16511,10,10
16512,76,76
16513,37,37
16514,31,31
16515,22,22
16516,27,27
16517,7,7
16518,0,0
16519,21,21
16520,83,83
16521,60,60
16522,7,7
16523,6,6
16524,37,37
16525,44,44
16526,25,25
16527,36,36
16528,32,32
16529,30,30
16530,45,45
16531,22,22
16532,185,185
16533,32,32
16534,18,18
16535,28,28
16536,13,13
16537,0,0
16538,24,24
16539,30,30
16540,0,0
16541,45,45
16542,83,83
16543,9,9
16544,21,21
16545,41,41
16546,42,42
16547,73,73
16548,2,2
16549,13,13
16550,20,20
16551,55,55
16552,3,3
16553,20,20
16554,5,5
16555,158,158
16556,44,44
16557,25,25
16558,24,24
16559,47,47
16560,17,17
16561,36,36
16562,23,23
16563,10,10
16564,26,26
16565,18,18
16566,36,36
16567,15,15
16568,0,0
16569,73,73
16570,61,61
16571,113,113
16572,3,3
16573,51,51
16574,47,47
16575,10,10
16576,5,5
16577,18,18
16578,12,12
16579,36,36
16580,30,30
16581,48,48
16582,11,11
16583,43,43
16584,29,29
16585,4,4
16586,30,30
16587,18,18
16588,82,82
16589,23,23
16590,0,0
16591,22,22
16592,108,108
16593,21,21
16594,26,26
16595,1,1
16596,16,16
16597,9,9
16598,23,23
16599,15,15
16600,28,28
16601,27,27
16602,28,28
16603,49,49
16604,0,0
16605,20,20
16606,50,50
16607,11,11
16608,14,14
16609,52,52
16610,72,72
16611,39,39
16612,34,34
16613,8,8
16614,41,41
16615,28,28
16616,9,9
16617,1,1
16618,49,49
16619,0,0
16620,18,18
16621,13,13
16622,8,8
16623,19,19
16624,30,30
16625,3,3
16626,115,115
16627,33,33
16628,37,37
16629,22,22
16630,64,64
16631,56,56
16632,13,13
16633,57,57
16634,37,37
16635,28,28
16636,11,11
16637,19,19
16638,58,58
16639,65,65
16640,40,40
16641,3,3
16642,6,6
16643,56,56
16644,23,23
16645,22,22
16646,39,39
16647,30,30
16648,57,57
16649,74,74
16650,11,11
16651,28,28
16652,61,61
16653,36,36
16654,60,60
16655,0,0
16656,21,21
16657,40,40
16658,24,24
16659,21,21
16660,98,98
16661,32,32
16662,9,9
16663,35,35
16664,27,27
16665,35,35
16666,92,92
16667,0,0
16668,33,33
16669,103,103
16670,13,13
16671,27,27
16672,43,43
16673,40,40
16674,0,0
16675,32,32
16676,27,27
16677,70,70
16678,23,23
16679,13,13
16680,4,4
16681,29,29
16682,10,10
16683,39,39
16684,6,6
16685,97,97
16686,26,26
16687,30,30
16688,73,73
16689,2,2
16690,30,30
16691,33,33
16692,3,3
16693,13,13
16694,244,244
16695,40,40
16696,13,13
16697,0,0
16698,26,26
16699,5,5
16700,26,26
16701,20,20
16702,80,80
16703,25,25
16704,5,5
16705,0,0
16706,0,0
16707,8,8
16708,9,9
16709,5,5
16710,10,10
16711,62,62
16712,69,69
16713,7,7
16714,12,12
16715,14,14
16716,20,20
16717,35,35
16718,41,41
16719,43,43
16720,47,47
16721,20,20
16722,25,25
16723,69,69
16724,43,43
16725,17,17
16726,29,29
16727,31,31
16728,29,29
16729,28,28
16730,121,121
16731,62,62
16732,20,20
16733,13,13
16734,22,22
16735,81,81
16736,13,13
16737,4,4
16738,43,43
16739,89,89
16740,62,62
16741,69,69
16742,0,0
16743,43,43
16744,69,69
16745,26,26
16746,103,103
16747,98,98
16748,565,565
16749,17,17
16750,17,17
16751,70,70
16752,12,12
16753,4,4
16754,2,2
16755,11,11
16756,68,68
16757,29,29
16758,57,57
16759,26,26
16760,18,18
16761,22,22
16762,55,55
16763,26,26
16764,1,1
16765,51,51
16766,30,30
16767,9,9
16768,30,30
16769,39,39
16770,24,24
16771,21,21
16772,58,58
16773,17,17
16774,29,29
16775,46,46
16776,52,52
16777,13,13
16778,4,4
16779,41,41
16780,22,22
16781,34,34
16782,28,28
16783,42,42
16784,133,133
16785,8,8
16786,28,28
16787,1,1
16788,27,27
16789,2,2
16790,71,71
16791,27,27
16792,37,37
16793,75,75
16794,79,79
16795,50,50
16796,17,17
16797,57,57
16798,26,26
16799,58,58
16800,20,20
16801,54,54
16802,49,49
16803,31,31
16804,18,18
16805,18,18
16806,37,37
16807,41,41
16808,65,65
16809,22,22
16810,39,39
16811,26,26
16812,0,0
16813,28,28
16814,14,14
16815,60,60
16816,3,3
16817,4,4
16818,88,88
16819,16,16
16820,94,94
16821,41,41
16822,6,6
16823,17,17
16824,33,33
16825,32,32
16826,28,28
16827,58,58
16828,11,11
16829,15,15
16830,15,15
16831,16,16
16832,13,13
16833,26,26
16834,18,18
16835,74,74
16836,26,26
16837,0,0
16838,45,45
16839,50,50
16840,13,13
16841,59,59
16842,17,17
16843,5,5
16844,52,52
16845,15,15
16846,16,16
16847,11,11
16848,16,16
16849,43,43
16850,19,19
16851,17,17
16852,36,36
16853,16,16
16854,26,26
16855,57,57
16856,48,48
16857,54,54
16858,11,11
16859,35,35
16860,36,36
16861,105,105
16862,15,15
16863,17,17
16864,27,27
16865,53,53
16866,36,36
16867,26,26
16868,6,6
16869,10,10
16870,18,18
16871,7,7
16872,20,20
16873,34,34
16874,0,0
16875,18,18
16876,16,16
16877,9,9
16878,24,24
16879,20,20
16880,0,0
16881,2,2
16882,32,32
16883,16,16
16884,25,25
16885,5,5
16886,22,22
16887,74,74
16888,142,142
16889,36,36
16890,43,43
16891,7,7
16892,0,0
16893,11,11
16894,34,34
16895,15,15
16896,19,19
16897,47,47
16898,66,66
16899,59,59
16900,38,38
16901,28,28
16902,0,0
16903,1,1
16904,36,36
16905,25,25
16906,69,69
16907,13,13
16908,84,84
16909,18,18
16910,15,15
16911,0,0
16912,78,78
16913,7,7
16914,36,36
16915,17,17
16916,4,4
16917,25,25
16918,15,15
16919,51,51
16920,0,0
16921,35,35
16922,40,40
16923,46,46
16924,1,1
16925,0,0
16926,41,41
16927,36,36
16928,111,111
16929,66,66
16930,18,18
16931,35,35
16932,31,31
16933,20,20
16934,79,79
16935,3,3
16936,27,27
16937,9,9
16938,19,19
16939,35,35
16940,23,23
16941,23,23
16942,9,9
16943,72,72
16944,38,38
16945,65,65
16946,8,8
16947,54,54
16948,115,115
16949,12,12
16950,69,69
16951,27,27
16952,0,0
16953,5,5
16954,1,1
16955,80,80
16956,9,9
16957,30,30
16958,25,25
16959,0,0
16960,5,5
16961,43,43
16962,27,27
16963,15,15
16964,34,34
16965,39,39
16966,10,10
16967,52,52
16968,0,0
16969,42,42
16970,27,27
16971,24,24
16972,12,12
16973,8,8
16974,9,9
16975,30,30
16976,24,24
16977,10,10
16978,1,1
16979,10,10
16980,92,92
16981,15,15
16982,72,72
16983,12,12
16984,24,24
16985,18,18
16986,25,25
16987,17,17
16988,1,1
16989,33,33
16990,75,75
16991,35,35
16992,12,12
16993,40,40
16994,10,10
16995,39,39
16996,160,160
16997,35,35
16998,21,21
16999,38,38
17000,14,14
17001,18,18
17002,17,17
17003,18,18
17004,28,28
17005,28,28
17006,12,12
17007,5,5
17008,18,18
17009,43,43
17010,46,46
17011,0,0
17012,20,20
17013,18,18
17014,16,16
17015,0,0
17016,56,56
17017,30,30
17018,27,27
17019,19,19
17020,75,75
17021,22,22
17022,62,62
17023,10,10
17024,33,33
17025,80,80
17026,0,0
17027,12,12
17028,38,38
17029,10,10
17030,70,70
17031,21,21
17032,17,17
17033,44,44
17034,84,84
17035,8,8
17036,9,9
17037,16,16
17038,8,8
17039,14,14
17040,49,49
17041,38,38
17042,39,39
17043,25,25
17044,26,26
17045,94,94
17046,16,16
17047,34,34
17048,25,25
17049,49,49
17050,45,45
17051,49,49
17052,24,24
17053,41,41
17054,5,5
17055,13,13
17056,19,19
17057,48,48
17058,2,2
17059,17,17
17060,65,65
17061,1,1
17062,6,6
17063,19,19
17064,72,72
17065,23,23
17066,35,35
17067,48,48
17068,49,49
17069,42,42
17070,41,41
17071,44,44
17072,17,17
17073,36,36
17074,17,17
17075,71,71
17076,7,7
17077,15,15
17078,14,14
17079,19,19
17080,2,2
17081,20,20
17082,44,44
17083,9,9
17084,47,47
17085,5,5
17086,10,10
17087,3,3
17088,30,30
17089,58,58
17090,0,0
17091,0,0
17092,9,9
17093,134,134
17094,71,71
17095,49,49
17096,29,29
17097,20,20
17098,3,3
17099,91,91
17100,0,0
17101,22,22
17102,21,21
17103,106,106
17104,31,31
17105,62,62
17106,44,44
17107,51,51
17108,65,65
17109,66,66
17110,34,34
17111,18,18
17112,64,64
17113,22,22
17114,0,0
17115,6,6
17116,42,42
17117,10,10
17118,23,23
17119,62,62
17120,49,49
17121,19,19
17122,36,36
17123,32,32
17124,16,16
17125,32,32
17126,64,64
17127,47,47
17128,0,0
17129,12,12
17130,4,4
17131,27,27
17132,26,26
17133,26,26
17134,33,33
17135,17,17
17136,19,19
17137,24,24
17138,3,3
17139,14,14
17140,28,28
17141,18,18
17142,40,40
17143,22,22
17144,23,23
17145,72,72
17146,35,35
17147,45,45
17148,17,17
17149,0,0
17150,20,20
17151,88,88
17152,12,12
17153,22,22
17154,15,15
17155,37,37
17156,27,27
17157,39,39
17158,21,21
17159,31,31
17160,37,37
17161,12,12
17162,49,49
17163,12,12
17164,31,31
17165,9,9
17166,26,26
17167,47,47
17168,22,22
17169,42,42
17170,46,46
17171,22,22
17172,4,4
17173,53,53
17174,17,17
17175,0,0
17176,8,8
17177,34,34
17178,18,18
17179,45,45
17180,12,12
17181,91,91
17182,39,39
17183,20,20
17184,67,67
17185,22,22
17186,58,58
17187,49,49
17188,30,30
17189,0,0
17190,1,1
17191,16,16
17192,10,10
17193,17,17
17194,0,0
17195,10,10
17196,10,10
17197,32,32
17198,53,53
17199,36,36
17200,31,31
17201,27,27
17202,6,6
17203,104,104
17204,22,22
17205,42,42
17206,17,17
17207,23,23
17208,8,8
17209,15,15
17210,12,12
17211,0,0
17212,44,44
17213,25,25
17214,24,24
17215,27,27
17216,41,41
17217,24,24
17218,36,36
17219,54,54
17220,26,26
17221,12,12
17222,6,6
17223,34,34
17224,20,20
17225,12,12
17226,68,68
17227,21,21
17228,40,40
17229,53,53
17230,59,59
17231,26,26
17232,23,23
17233,43,43
17234,0,0
17235,108,108
17236,3,3
17237,32,32
17238,51,51
17239,109,109
17240,37,37
17241,10,10
17242,0,0
17243,48,48
17244,35,35
17245,91,91
17246,29,29
17247,18,18
17248,69,69
17249,35,35
17250,92,92
17251,22,22
17252,0,0
17253,26,26
17254,25,25
17255,33,33
17256,40,40
17257,83,83
17258,9,9
17259,21,21
17260,28,28
17261,66,66
17262,34,34
17263,17,17
17264,49,49
17265,107,107
17266,53,53
17267,74,74
17268,0,0
17269,19,19
17270,7,7
17271,9,9
17272,0,0
17273,0,0
17274,31,31
17275,0,0
17276,82,82
17277,11,11
17278,42,42
17279,35,35
17280,41,41
17281,35,35
17282,23,23
17283,33,33
17284,61,61
17285,12,12
17286,84,84
17287,15,15
17288,27,27
17289,43,43
17290,86,86
17291,68,68
17292,21,21
17293,27,27
17294,19,19
17295,32,32
17296,11,11
17297,0,0
17298,19,19
17299,44,44
17300,19,19
17301,87,87
17302,53,53
17303,38,38
17304,2,2
17305,27,27
17306,39,39
17307,32,32
17308,0,0
17309,30,30
17310,11,11
17311,14,14
17312,2,2
17313,56,56
17314,28,28
17315,63,63
17316,37,37
17317,34,34
17318,16,16
17319,19,19
17320,52,52
17321,56,56
17322,69,69
17323,43,43
17324,9,9
17325,110,110
17326,39,39
17327,28,28
17328,49,49
17329,24,24
17330,5,5
17331,37,37
17332,127,127
17333,40,40
17334,31,31
17335,3,3
17336,20,20
17337,26,26
17338,47,47
17339,34,34
17340,22,22
17341,16,16
17342,5,5
17343,26,26
17344,31,31
17345,6,6
17346,64,64
17347,25,25
17348,46,46
17349,21,21
17350,34,34
17351,80,80
17352,23,23
17353,104,104
17354,35,35
17355,37,37
17356,24,24
17357,34,34
17358,131,131
17359,19,19
17360,15,15
17361,13,13
17362,69,69
17363,9,9
17364,29,29
17365,29,29
17366,45,45
17367,37,37
17368,13,13
17369,20,20
17370,23,23
17371,10,10
17372,0,0
17373,56,56
17374,4,4
17375,14,14
17376,23,23
17377,35,35
17378,30,30
17379,58,58
17380,16,16
17381,10,10
17382,32,32
17383,0,0
17384,20,20
17385,2,2
17386,15,15
17387,33,33
17388,60,60
17389,72,72
17390,23,23
17391,3,3
17392,54,54
17393,47,47
17394,18,18
17395,4,4
17396,40,40
17397,21,21
17398,0,0
17399,48,48
17400,19,19
17401,19,19
17402,21,21
17403,20,20
17404,49,49
17405,12,12
17406,33,33
17407,4,4
17408,11,11
17409,73,73
17410,33,33
17411,38,38
17412,142,142
17413,8,8
17414,6,6
17415,38,38
17416,46,46
17417,20,20
17418,40,40
17419,16,16
17420,64,64
17421,17,17
17422,117,117
17423,28,28
17424,33,33
17425,73,73
17426,27,27
17427,81,81
17428,48,48
17429,14,14
17430,33,33
17431,48,48
17432,14,14
17433,15,15
17434,15,15
17435,26,26
17436,53,53
17437,26,26
17438,2,2
17439,42,42
17440,97,97
17441,10,10
17442,131,131
17443,9,9
17444,27,27
17445,15,15
17446,0,0
17447,38,38
17448,0,0
17449,76,76
17450,2,2
17451,75,75
17452,16,16
17453,16,16
17454,18,18
17455,7,7
17456,67,67
17457,86,86
17458,24,24
17459,35,35
17460,73,73
17461,70,70
17462,14,14
17463,25,25
17464,30,30
17465,39,39
17466,31,31
17467,51,51
17468,30,30
17469,23,23
17470,23,23
17471,37,37
17472,8,8
17473,24,24
17474,24,24
17475,3,3
17476,21,21
17477,24,24
17478,27,27
17479,3,3
17480,1,1
17481,16,16
17482,77,77
17483,37,37
17484,34,34
17485,47,47
17486,61,61
17487,74,74
17488,13,13
17489,23,23
17490,20,20
17491,40,40
17492,3,3
17493,5,5
17494,67,67
17495,4,4
17496,30,30
17497,40,40
17498,43,43
17499,20,20
17500,27,27
17501,3,3
17502,40,40
17503,54,54
17504,34,34
17505,34,34
17506,15,15
17507,15,15
17508,0,0
17509,16,16
17510,13,13
17511,38,38
17512,39,39
17513,89,89
17514,30,30
17515,28,28
17516,57,57
17517,17,17
17518,132,132
17519,13,13
17520,58,58
17521,27,27
17522,29,29
17523,7,7
17524,17,17
17525,48,48
17526,41,41
17527,93,93
17528,109,109
17529,45,45
17530,52,52
17531,17,17
17532,47,47
17533,47,47
17534,35,35
17535,42,42
17536,26,26
17537,17,17
17538,3,3
17539,30,30
17540,34,34
17541,41,41
17542,9,9
17543,57,57
17544,14,14
17545,21,21
17546,40,40
17547,14,14
17548,46,46
17549,23,23
17550,6,6
17551,32,32
17552,15,15
17553,45,45
17554,55,55
17555,65,65
17556,34,34
17557,9,9
17558,7,7
17559,23,23
17560,43,43
17561,12,12
17562,6,6
17563,102,102
17564,26,26
17565,23,23
17566,36,36
17567,25,25
17568,56,56
17569,32,32
17570,7,7
17571,29,29
17572,38,38
17573,27,27
17574,6,6
17575,4,4
17576,57,57
17577,20,20
17578,21,21
17579,36,36
17580,67,67
17581,21,21
17582,99,99
17583,10,10
17584,5,5
17585,45,45
17586,28,28
17587,21,21
17588,83,83
17589,25,25
17590,21,21
17591,54,54
17592,9,9
17593,8,8
17594,33,33
17595,18,18
17596,39,39
17597,3,3
17598,14,14
17599,0,0
17600,20,20
17601,46,46
17602,27,27
17603,132,132
17604,0,0
17605,119,119
17606,19,19
17607,41,41
17608,39,39
17609,34,34
17610,23,23
17611,22,22
17612,38,38
17613,19,19
17614,56,56
17615,20,20
17616,30,30
17617,38,38
17618,32,32
17619,23,23
17620,21,21
17621,57,57
17622,28,28
17623,15,15
17624,0,0
17625,17,17
17626,0,0
17627,18,18
17628,2,2
17629,14,14
17630,31,31
17631,36,36
17632,11,11
17633,42,42
17634,31,31
17635,26,26
17636,53,53
17637,62,62
17638,14,14
17639,54,54
17640,26,26
17641,27,27
17642,46,46
17643,41,41
17644,49,49
17645,0,0
17646,50,50
17647,20,20
17648,54,54
17649,33,33
17650,52,52
17651,9,9
17652,7,7
17653,50,50
17654,67,67
17655,31,31
17656,30,30
17657,33,33
17658,114,114
17659,58,58
17660,14,14
17661,46,46
17662,34,34
17663,120,120
17664,23,23
17665,14,14
17666,33,33
17667,17,17
17668,29,29
17669,16,16
17670,29,29
17671,75,75
17672,17,17
17673,0,0
17674,60,60
17675,27,27
17676,12,12
17677,24,24
17678,26,26
17679,15,15
17680,51,51
17681,28,28
17682,32,32
17683,50,50
17684,18,18
17685,34,34
17686,20,20
17687,11,11
17688,22,22
17689,23,23
17690,0,0
17691,27,27
17692,29,29
17693,17,17
17694,33,33
17695,36,36
17696,0,0
17697,24,24
17698,12,12
17699,0,0
17700,95,95
17701,8,8
17702,24,24
17703,20,20
17704,29,29
17705,8,8
17706,102,102
17707,8,8
17708,3,3
17709,31,31
17710,67,67
17711,14,14
17712,31,31
17713,10,10
17714,58,58
17715,28,28
17716,0,0
17717,26,26
17718,8,8
17719,74,74
17720,14,14
17721,17,17
17722,31,31
17723,10,10
17724,60,60
17725,43,43
17726,38,38
17727,35,35
17728,37,37
17729,15,15
17730,15,15
17731,15,15
17732,22,22
17733,28,28
17734,95,95
17735,37,37
17736,48,48
17737,2,2
17738,37,37
17739,22,22
17740,8,8
17741,38,38
17742,14,14
17743,32,32
17744,45,45
17745,18,18
17746,108,108
17747,21,21
17748,95,95
17749,0,0
17750,4,4
17751,46,46
17752,98,98
17753,23,23
17754,9,9
17755,11,11
17756,15,15
17757,55,55
17758,61,61
17759,22,22
17760,25,25
17761,57,57
17762,14,14
17763,11,11
17764,114,114
17765,35,35
17766,46,46
17767,74,74
17768,20,20
17769,28,28
17770,34,34
17771,6,6
17772,5,5
17773,82,82
17774,2,2
17775,36,36
17776,0,0
17777,64,64
17778,0,0
17779,38,38
17780,69,69
17781,38,38
17782,23,23
17783,26,26
17784,24,24
17785,22,22
17786,25,25
17787,10,10
17788,21,21
17789,9,9
17790,2,2
17791,64,64
17792,17,17
17793,58,58
17794,25,25
17795,57,57
17796,7,7
17797,1,1
17798,33,33
17799,12,12
17800,35,35
17801,0,0
17802,66,66
17803,27,27
17804,24,24
17805,24,24
17806,1,1
17807,25,25
17808,57,57
17809,21,21
17810,35,35
17811,0,0
17812,9,9
17813,38,38
17814,79,79
17815,35,35
17816,50,50
17817,20,20
17818,45,45
17819,5,5
17820,35,35
17821,0,0
17822,27,27
17823,84,84
17824,13,13
17825,1,1
17826,27,27
17827,0,0
17828,159,159
17829,47,47
17830,40,40
17831,61,61
17832,6,6
17833,44,44
17834,0,0
17835,19,19
17836,66,66
17837,19,19
17838,67,67
17839,12,12
17840,16,16
17841,0,0
17842,16,16
17843,35,35
17844,36,36
17845,4,4
17846,14,14
17847,37,37
17848,48,48
17849,69,69
17850,21,21
17851,11,11
17852,0,0
17853,7,7
17854,32,32
17855,73,73
17856,41,41
17857,0,0
17858,48,48
17859,31,31
17860,101,101
17861,25,25
17862,20,20
17863,19,19
17864,228,228
17865,0,0
17866,7,7
17867,62,62
17868,32,32
17869,31,31
17870,45,45
17871,64,64
17872,76,76
17873,39,39
17874,43,43
17875,48,48
17876,36,36
17877,37,37
17878,39,39
17879,21,21
17880,4,4
17881,66,66
17882,35,35
17883,29,29
17884,11,11
17885,14,14
17886,55,55
17887,46,46
17888,26,26
17889,5,5
17890,28,28
17891,21,21
17892,88,88
17893,38,38
17894,32,32
17895,38,38
17896,22,22
17897,79,79
17898,70,70
17899,11,11
17900,25,25
17901,0,0
17902,31,31
17903,61,61
17904,9,9
17905,0,0
17906,20,20
17907,32,32
17908,30,30
17909,59,59
17910,59,59
17911,0,0
17912,5,5
17913,28,28
17914,15,15
17915,38,38
17916,25,25
17917,32,32
17918,0,0
17919,31,31
17920,9,9
17921,21,21
17922,29,29
17923,20,20
17924,20,20
17925,2,2
17926,46,46
17927,15,15
17928,17,17
17929,60,60
17930,28,28
17931,64,64
17932,0,0
17933,0,0
17934,6,6
17935,58,58
17936,32,32
17937,69,69
17938,6,6
17939,30,30
17940,55,55
17941,22,22
17942,35,35
17943,31,31
17944,35,35
17945,25,25
17946,38,38
17947,22,22
17948,30,30
17949,29,29
17950,8,8
17951,28,28
17952,34,34
17953,22,22
17954,63,63
17955,42,42
17956,13,13
17957,61,61
17958,19,19
17959,18,18
17960,50,50
17961,21,21
17962,47,47
17963,32,32
17964,82,82
17965,11,11
17966,11,11
17967,28,28
17968,227,227
17969,11,11
17970,45,45
17971,59,59
17972,5,5
17973,89,89
17974,20,20
17975,37,37
17976,290,290
17977,0,0
17978,31,31
17979,72,72
17980,15,15
17981,60,60
17982,5,5
